Trading Code,Date,Sponsor/Director,Govt,Institute,Foreign,Public
UNILEVERCL,"Dec 31, 2022",86.96,0.0,8.82,0.29,3.93
UNILEVERCL,"Apr 30, 2023",86.04,0.0,9.42,0.29,4.25
UNILEVERCL,"May 31, 2023",86.04,0.0,9.46,0.29,4.21
UNIONBANK,"Dec 31, 2021",56.5,0.0,7.65,0.02,35.83
UNIONBANK,"Apr 30, 2023",56.5,0.0,10.65,0.0,32.85
UNIONBANK,"May 31, 2023",56.5,0.0,10.68,0.0,32.82
UNIONCAP,"Dec 31, 2021",35.2,0.0,16.47,0.0,48.33
UNIONCAP,"Apr 30, 2023",33.0,0.0,21.98,0.0,45.02
UNIONCAP,"May 31, 2023",33.0,0.0,23.37,0.0,43.63
UNIONINS,"Dec 31, 2021",46.54,0.0,8.5,0.0,44.96
UNIONINS,"Mar 31, 2023",46.54,0.0,7.24,0.0,46.22
UNIONINS,"Apr 30, 2023",46.54,0.0,7.8,0.0,45.66
UNIQUEHRL,"Jun 30, 2022",46.03,0.0,26.28,0.54,27.15
UNIQUEHRL,"Apr 30, 2023",46.03,0.0,29.82,0.54,23.61
UNIQUEHRL,"May 31, 2023",46.03,0.0,28.87,0.62,24.48
UNITEDFIN,"Dec 31, 2022",51.83,0.0,18.98,0.0,29.19
UNITEDFIN,"Apr 30, 2023",51.83,0.0,19.13,0.0,29.04
UNITEDFIN,"May 31, 2023",51.83,0.0,19.14,0.0,29.03
UNITEDINS,"Dec 31, 2022",48.61,0.0,30.5,0.0,20.89
UNITEDINS,"Apr 30, 2023",48.61,0.0,30.53,0.0,20.86
UNITEDINS,"May 31, 2023",48.61,0.0,31.04,0.0,20.35
UPGDCL,"Jun 30, 2022",90.0,0.0,7.37,0.03,2.6
UPGDCL,"Apr 30, 2023",90.0,0.0,7.36,0.02,2.62
UPGDCL,"May 31, 2023",90.0,0.0,7.36,0.02,2.62
USMANIAGL,"Jun 30, 2022",2.0,51.0,14.1,0.0,32.9
USMANIAGL,"Apr 30, 2023",2.0,51.0,14.44,0.0,32.56
USMANIAGL,"May 31, 2023",2.0,51.0,14.62,0.0,32.38
UTTARABANK,"Dec 31, 2022",30.56,0.0,32.18,0.78,36.48
UTTARABANK,"Apr 30, 2023",30.56,0.0,32.03,0.72,36.69
UTTARABANK,"May 31, 2023",30.56,0.0,32.23,0.72,36.49
UTTARAFIN,"Dec 31, 2019",48.34,0.0,34.96,3.91,12.79
UTTARAFIN,"Apr 30, 2023",40.44,0.0,32.53,7.82,19.21
UTTARAFIN,"May 31, 2023",40.44,0.0,32.6,7.82,19.14
VAMLBDMF1,"Sep 30, 2022",1.92,0.0,79.12,0.0,18.96
VAMLBDMF1,"Apr 30, 2023",1.92,0.0,79.03,0.0,19.05
VAMLBDMF1,"May 31, 2023",1.92,0.0,79.19,0.0,18.89
VAMLRBBF,"Dec 31, 2022",25.2,0.0,63.61,0.0,11.19
VAMLRBBF,"Apr 30, 2023",25.2,0.0,63.58,0.0,11.22
VAMLRBBF,"May 31, 2023",25.2,0.0,63.58,0.0,11.22
VFSTDL,"Jun 30, 2022",30.77,0.0,12.98,0.29,55.97
VFSTDL,"Apr 30, 2023",30.77,0.0,9.02,0.03,60.18
VFSTDL,"May 31, 2023",30.77,0.0,9.02,0.03,60.18
WALTONHIL,"Jun 30, 2022",99.03,0.0,0.37,0.1,0.5
WALTONHIL,"Apr 30, 2023",99.0,0.0,0.38,0.1,0.52
WALTONHIL,"May 31, 2023",99.0,0.0,0.38,0.1,0.52
WATACHEM,"Jun 30, 2022",36.41,0.0,36.3,0.0,27.29
WATACHEM,"Apr 30, 2023",36.41,0.0,36.57,0.0,27.02
WATACHEM,"May 31, 2023",36.41,0.0,36.59,0.0,27.0
WMSHIPYARD,"Jun 30, 2020",30.01,0.0,16.61,0.0,53.38
WMSHIPYARD,"Nov 30, 2022",30.01,0.0,18.2,0.0,51.79
WMSHIPYARD,"Apr 30, 2023",30.01,0.0,17.25,0.0,52.74
YPL,"Jun 30, 2021",30.52,0.0,14.01,0.0,55.47
YPL,"Mar 31, 2023",30.52,0.0,23.42,0.0,46.06
YPL,"Apr 30, 2023",30.52,0.0,23.2,0.0,46.28
ZAHEENSPIN,"Jun 30, 2022",31.1,0.0,31.56,0.0,37.34
ZAHEENSPIN,"Mar 31, 2023",31.1,0.0,26.86,0.0,42.04
ZAHEENSPIN,"Apr 30, 2023",31.1,0.0,27.42,0.0,41.48
ZAHINTEX,"Jun 30, 2022",36.94,0.0,22.02,0.0,41.04
ZAHINTEX,"Apr 30, 2023",36.94,0.0,21.75,0.0,41.31
ZAHINTEX,"May 31, 2023",36.94,0.0,21.73,0.0,41.33
ZEALBANGLA,"Jun 30, 2022",0.0,51.0,11.28,0.0,37.72
ZEALBANGLA,"Mar 31, 2023",0.0,51.0,12.75,0.0,36.25
ZEALBANGLA,"Apr 30, 2023",0.0,51.0,13.1,0.0,35.9
1JANATAMF,"Jun 30, 2022",25.0,0.0,34.5,0.0,40.5
1JANATAMF,"Apr 30, 2023",25.0,0.0,34.97,0.0,40.03
1JANATAMF,"May 31, 2023",25.0,0.0,34.94,0.0,40.06
1STPRIMFMF,"Dec 31, 2022",2.0,0.0,12.67,0.01,85.32
1STPRIMFMF,"Apr 30, 2023",2.0,0.0,12.61,0.01,85.38
1STPRIMFMF,"May 31, 2023",2.0,0.0,18.26,0.01,79.73
